Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
2,72029.62713,6,10.56066307,4.365648693,Very High
1.5,84342.82588,6.435212978,38.72342615,4.882067662,Very High
1,75.07824449,2.218345123,-53.09781235,31.85585479,Very High
1,9862.342347,5.678928966,11.49741334,0.813031453,Very High
1,2273.975306,5.671031266,35.01156578,8.67405818,Very High
1.5,2225.325644,5.687103456,98.94422655,18.76596706,Very High
1,200.839765,3.904560707,36.73948965,40.54843489,Very High
1,40699.84323,5.49377024,37.7884231,6.210563172,Very High
1.5,44752.98591,6.072541873,-53.60849491,17.34456798,Very High
1,13646.45099,4.696989613,2.443392936,49.84912455,Very High
2,325826.6068,7.407701535,122.0014575,41.14466512,Very High
1,3363.865522,4.99639628,103.9917509,3.040779824,Very High
1,37420.58794,5.500192368,19.20374376,4.88184627,Very High
1,23329.7811,5.359297844,38.35281186,-4.608682046,Very High
2,18964.71927,5.794268194,29.59964774,33.94170962,Very High
2,29100.06767,6.217950041,40.14661747,20.66632682,Very High
1.5,1378.360109,4.62701988,-25.26248339,24.52056812,Very High
1,16542.28401,5.149348759,24.74132711,27.73424853,Very High
1,406.3648865,5.189039072,105.711256,26.38325248,Very High
2,4742.691904,7.750311653,25.84446726,34.60969627,Very High
2,4879.893759,5.339066976,15.86901917,12.06280145,Very High
1,405954.0162,7.166478808,97.17343447,21.96020363,Very High
1,1711.308089,3.937939251,77.02597919,30.52558798,Very High
2,4928.824977,6.56336032,87.4413361,26.39805172,Very High
1,94463.83924,6.297943101,111.5808591,26.69684837,Very High
1,466013.9502,6.871604997,13.4823147,34.97565363,Very High
1,16122.43741,6.424366174,68.20312289,25.23876227,Very High
1,503215.2178,7.013193138,40.01027653,28.71832264,Very High
1,1788.980459,3.611869385,90.02950767,24.70946294,Very High
1.5,2249.339961,5.932180846,89.83808204,13.63809847,Very High
1.5,2267.247609,6.532005627,72.24198289,22.3558989,Very High
1.5,44413.92768,5.971045463,-78.10518037,18.20463345,Very High
1,106.133165,2.835802795,-20.2508149,39.35427542,Very High
1,12432.63862,4.921685442,-28.43914541,19.92570456,Very High
1,7397.799847,5.450581277,30.68527708,20.0801205,Very High
1,61095.91837,5.383457179,-43.88786528,12.2792901,Very High
1,5348.451887,4.516127876,125.3795845,9.803120618,Very High
2,83808.40801,6.751413542,9.150064398,2.352966963,Very High
1.5,11301.12363,5.362749107,120.346701,13.70758435,Very High
1,5692.600174,6.550041393,86.7029316,25.25647713,Very High
1,14158.68508,4.606180846,-2.769357185,55.29165717,Very High
1,4108.349774,4.716875525,8.485928384,15.29660355,Very High
1,216104.6299,6.258140176,65.40988027,20.81312444,Very High
1,85672.53769,6.145265882,60.57058048,-1.227074421,Very High
1,9015.107602,4.746086223,-60.2976331,38.9973998,Very High
2,325756.1531,7.406384724,122.5404804,41.38346228,Very High
1,564213.6243,7.176642736,30.30642729,28.9015586,Very High
1,6274.768906,5.001821552,12.19552138,23.95957158,Very High
1,5739.450678,6.082016907,95.27325848,30.18823864,Very High
1.5,52407.0419,6.147096025,69.0457926,26.39967825,Very High
1,7773.454268,6,64.83440917,23.10007728,Very High
2,68189.56484,6,-29.42694587,10.24604189,Very High
2,69718.46138,6.418424259,-39.40127531,18.00677463,Very High
1,14014.56317,5.528639552,14.8734908,31.16864086,Very High
2,11426.10232,5.319128045,113.751414,-6.359408477,Very High
2,2330.343597,6.08959334,81.34726225,7.466540138,Very High
2,17110.96445,6.797180754,107.9752648,23.18705985,Very High
2,45642.43232,6.422242209,18.13062558,14.42224499,Very High
1.5,931.8089486,4.391058649,-0.308394925,5.717318773,Very High
1,2785.848706,4.384978911,42.72749986,48.70107401,Very High
1.5,11232.74496,5.3,52.32384487,8.045236977,Very High
1.5,432324.4039,7.194401256,73.90185419,31.15972775,Very High
1.5,18056.15425,5.30120313,23.26814784,42.96805578,Very High
2,13515.0003,6.4,-57.73095468,-18.1483354,Very High
1,31886.82778,5.262662291,-85.72923614,26.39980083,Very High
1,62728.18476,5.818164947,78.50144217,31.76915908,Very High
1,557424.2032,7.243060962,30.08637042,23.92620919,Very High
1.5,17843.77,6.391055813,48.68242875,27.34099608,Very High
1,3739.659695,6.245673364,97.94009975,26.8939016,Very High
1,2524.947978,4.776243933,121.9369313,21.41604714,Very High
1.5,12952.93616,7.018463246,82.85170688,26.92807981,Very High
1,64234.79793,6.194735427,81.08479333,30.40045432,Very High
2,1480624.586,8.28502119,125.0038297,7.884536471,Very High
1.5,5690.367009,6.01833558,106.8492649,-1.571392914,Very High
1,1494.631755,4.656130688,38.62197187,38.97727409,Very High
1.5,13710.67196,6.316836864,53.80929721,38.40559393,Very High
1,1815.063421,4.875491794,53.24558954,24.36571414,Very High
1.5,9739.02267,6.412054657,12.12018106,6.822480502,Very High
1,62035.08335,5.552154125,-75.28048095,11.15404551,Very High
1,11560.63598,5.10005793,86.07564722,20.09764129,Very High
1,2210.585937,5.913339324,94.77477815,33.23999252,Very High
1,6074.270734,4.977228315,76.02956237,32.18522052,Very High
2,77034.94308,7.48491613,-74.9456832,33.04269683,Very High
2,27875.64545,6.913467081,55.37677817,27.14429848,Very High
1.5,114.5058648,3.062643454,-33.48095231,45.16054594,Very High
1,2967.616069,3.753726113,44.528886,4.675178839,Very High
1.5,197.6046387,3.552855007,48.98270144,10.19651513,Very High
1,23032.32007,5.253399979,33.02768025,0.698041553,Very High
1.5,124264.0878,6.270669323,17.77934845,14.75607411,Very High
1,44308.92399,5.813689017,54.75833193,-10.83740019,Very High
2,29127.04136,6.032724678,26.63239386,20.10078796,Very High
1,13677.35578,5.65346843,32.80539418,43.0267089,Very High
1,568070.1508,7.3314061,46.85171992,13.81872299,Very High
2,13409.38328,6.227256993,-44.06683564,-18.0136701,Very High
1,544595.2052,7.160288729,20.80547243,20.4178256,Very High
1,8980.389052,4.465358941,-53.05206274,32.70554438,Very High
1,9153.915218,4.608648867,-11.12063893,8.942306655,Very High
1,188.8072421,3.812208066,31.80216358,41.55278524,Very High
2,3507.398048,4.818430879,143.2596016,-25.67773932,Very High
1,1604.304874,5.347772741,88.7535563,4.202149038,Very High
1,47.7785529,4.622801001,67.55522197,-4.276520373,Very High
1.5,28828.45086,6.242370717,1.686006272,6.141046736,Very High
1,1440.353555,4.959354548,23.34859359,2.176058753,Very High
2,130400.7175,7.468909163,74.16346143,33.25590149,Very High
1,71388.21053,6.078530411,68.68585881,31.92722918,Very High
1,37697.90282,5.4,13.82941331,5.498563861,Very High
1,2791.955009,4.624122096,63.58551644,37.80790876,Very High
2,2345.469055,5.956073351,85.17192663,9.022307199,Very High
1,62621.63478,5.690266966,-83.3033178,12.4062548,Very High
1.5,11295.0894,5.365871764,120.0985122,14.85144828,Very High
1.5,1095623.595,7.648332998,69.38985375,39.64694228,Very High
1,2823.402089,5.47281698,117.8192057,48.97399817,Very High
1,2167.798712,5.089776265,108.7094664,29.36479234,Very High
1,9007.334501,4.486405141,-46.58458672,28.98663886,Very High
1,3047.581607,5.285099341,66.11115578,35.10409579,Very High
1,46561.42108,6.750652583,22.21685887,3.740662466,Very High
2,25985.78795,6.700614252,12.8375077,21.97783009,Very High
1.5,13752.701,6.891783603,69.08140474,34.42784203,Very High
1,1825.876841,5.376789987,38.17439358,24.13804121,Very High
1,119370.9329,5.80908291,-88.03778515,31.97719952,Very High
1,14010.6939,5.548714514,15.26255687,30.63915098,Very High
1,8148.444554,5.443969927,-17.75628329,31.34917425,Very High
2,28226.80785,7.089930095,85.87050596,27.27219706,Very High
2,4929.654174,6.668594835,82.64059124,26.86651766,Very High
1.5,11434.36692,5.361597749,88.03477676,0.120939577,Very High
1,887.1235143,3.850485207,1.648863,23.48388535,Very High
1,60987.71887,5.377347837,-35.5585172,13.2043098,Very High
2,78463.20222,7.329779214,-51.64112661,23.90316007,Very High
1.5,13876.73943,6.24371214,28.7320721,12.30814631,Very High
1,1892.953108,5.306841895,-30.15440098,10.72953141,Very High
1,2557.841627,4.843683499,122.6312216,19.43298672,Very High
2,72255.47189,6.017644777,34.73868455,9.405057752,Very High
1,194042.7265,6.294468446,89.28578606,19.41987801,Very High
1,12204.35217,4.7,83.76266463,18.29287807,Very High
1.5,5370.001761,5.592784972,97.30455385,7.189529558,Very High
1,16451.71366,5.373696183,-31.21838891,-6.224962736,Very High
1.5,547862.5787,6.916571285,11.89812788,28.80349295,Very High
1,60617.19591,5.431271793,19.4335131,20.83924983,Very High
2,408.9883229,5.932752501,112.4888639,-0.490879386,Very High
2,45673.20805,6.433875337,18.04203931,14.02482534,Very High
1,3887.665738,4.379976191,-21.77773874,2.852440567,Very High
1,16501.80829,5.233918889,-20.48555832,2.21556682,Very High
1,12092.86954,4.747727387,94.80700549,32.09807156,Very High
2,5003.409924,5.533628391,25.4328547,19.42467651,Very High
1.5,2282.462511,6.247603491,50.67035228,2.843997335,Very High
1.5,44761.0683,6.072434835,-71.04492944,15.23322017,Very High
2,5384.744911,6.564564584,0.19697547,3.445793332,Very High
1,4739.071466,5.44615557,80.4358163,21.96194095,Very High
1.5,29315.54952,5.637737207,-32.70288908,1.323647355,Very High
2,5504.276577,5.50084344,-48.62820793,10.99903832,Very High
1,13689.21491,4.814656707,-5.787880309,48.98246612,Very High
1,17577.26511,6.171186259,78.37076089,5.251048171,Very High
1,7216.431516,4.213250115,4.76106025,34.63921564,Very High
1,12184.88845,4.794840064,61.42852146,28.80145617,Very High
1,13994.92254,5.630541264,16.8484136,28.48091836,Very High
1,39768.61398,5.413063624,34.73684543,11.6408271,Very High
1.5,11330.47579,5.347559619,121.5539615,8.143506418,Very High
1,64045.33849,6.155351137,80.093261,30.887126,Very High
1,7964.63118,5.742049901,65.33783797,25.9212757,Very High
1,12499.26948,4.793845762,-50.62226903,10.56941315,Very High
1,1412.889658,4.86249618,13.81907622,1.712131876,Very High
1,14096.03083,6.624875524,-31.19465179,15.96173209,Very High
1,92478.4108,6.128851966,103.3248448,23.37422232,Very High
1,12351.53886,4.441070272,6.363672617,3.936058006,Very High
1,45042.68139,6.424099704,7.300326323,16.4231235,Very High
2,4702.680117,7.632375484,29.73546162,34.67002149,Very High
1.5,353.935381,5.286871255,113.0049623,-7.675622468,Very High
1,3151.590581,5.589267885,75.65684194,23.98472614,Very High
1,1407.395052,4.60146668,-50.16421339,27.34377333,Very High
2,3506.809008,4.592163658,142.6722843,-36.45338131,Very High
2,131406.1125,5.948266343,23.07020196,8.191367736,Very High
1,2815.013704,4.218938593,75.94124407,5.888912313,Very High
1,71.62720226,5.230697507,11.55232785,32.79925997,Very High
1,192.6834611,3.932525573,31.36081941,36.25180738,Very High
2,5407.813955,5.966407808,-24.13045468,5.151428645,Very High
1.5,4722.552857,5.880957634,13.02868539,16.26548289,Very High
1.5,33438.92395,5.872224301,-27.00319813,26.6010514,Very High
1,44578.04837,5.953201824,41.43461381,-6.841996943,Very High
1.5,44306.64089,5.889412568,-76.58399299,15.00308534,Very High
1.5,2387.356275,4.31293861,126.3863602,36.98684602,Very High
1.5,1642.361177,4.137124272,106.2809309,30.16712876,Very High
1,2829.556057,5.246152095,93.0098623,54.81010779,Very High
1,270.060084,4.17192742,51.1470558,27.74599124,Very High
2,318343.4837,7.357935116,119.4122135,42.64306898,Very High
1.5,12212.59596,5.253363042,80.28827193,23.62197613,Very High
2,86.46288067,2.609110566,-33.60759573,29.16425228,Very High
1,36714.73643,5.368637459,-4.895067002,8.513468783,Very High
2,29256.63732,6.024507205,29.25993739,19.16774005,Very High
1.5,52294.26741,6.104191522,20.57528778,13.88100219,Very High
2,4807.925206,6.935879385,17.98374245,26.98181394,Very High
1,5956.483183,4.685024021,107.379311,35.47127032,Very High
1,93651.31937,6.227598129,108.8014716,25.3381354,Very High
1.5,67158.319,6.177183795,-11.68419059,20.56008479,Very High
2,72198.66299,6.092552255,33.85667444,9.137795267,Very High
1.5,86.17567588,2.448786356,37.24031395,0.636899844,Very High
1,2768.52722,4.805540921,105.7827503,0.882447463,Very High
1,46878.07516,6.770682606,15.27854285,1.983607263,Very High
1,15995.81213,6.791375594,58.71620512,12.92818074,Very High
1.5,13791.58681,6.638218076,63.69204919,36.76967942,Very High
1,9135.947911,4.586860823,-15.714656,11.23591888,Very High
1,446272.6677,6.9,17.08904594,36.98542785,Very High
1,244175.9178,6.609375693,81.58108443,29.75724599,Very High
1.5,124207.6615,6.285089673,17.78901008,14.74289102,Very High
1.5,285728.6483,7.03711043,100.3554171,38.90135633,Very High
2,127093.2141,7.0790764,32.5036066,33.15209635,Very High
1.5,128022.9198,6.121835383,4.27572449,8.516142333,Very High
1,527.4215997,4.62261995,76.9681558,31.54128079,Very High
1,7558.688662,5.228775773,57.36859223,28.2198573,Very High
1,61845.34451,5.592598586,-42.5823612,15.82960927,Very High
1,530.2028782,2.770211393,136.685834,11.69061679,Very High
1,18450.48708,5.846436257,-65.31270748,35.07633656,Very High
2,45379.63883,6.066828114,109.7831695,33.82639875,Very High
1,16134.88633,6.343584855,11.5359174,-3.014896746,Very High
2,5564.936028,4.826201591,-62.19565482,15.94503548,Very High
1.5,2287.044973,5.521745734,96.77393482,37.24988403,Very High
2,5419.310157,6.806464777,91.32487343,18.95033131,Very High
1.5,19763.72714,6.235902828,14.30478175,16.92294028,Very High
1,287010.0171,6.950701561,115.9254101,28.06542846,Very High
1,71948.51217,6.353263698,89.94104699,29.02370718,Very High
1.5,250133.9949,6.8,79.15426867,33.26935116,Very High
1,4851.074065,4.908457266,14.4574951,9.071856821,Very High
1.5,13705.87734,6.221369781,50.78657068,39.07063065,Very High
1,61932.87412,5.52808734,-73.88246548,10.93584241,Very High
1,2760.907435,4.579662086,96.13738591,8.348329598,Very High
1,17766.41256,5.1,18.9724706,39.21972654,Very High
2,5024.649094,6.246401813,76.83586263,28.79016762,Very High
1,540688.7227,7.397448383,30.12967336,12.27088202,Very High
2,2330.4044,4.154113032,128.0293202,44.0505197,Very High
2,129237.6536,6.406850558,77.19837247,17.0417539,Very High
1.5,45853.64501,6.316124238,83.52826518,23.32110717,Very High
1,18334.95566,5.808651658,-49.88818886,27.84255269,Very High
1.5,2561.571969,4.754193902,126.6518412,23.10827861,Very High
1,48497.31151,6.56976521,15.44673941,5.181351137,Very High
1.5,5660.98609,5.62760206,72.30946572,-3.395629059,Very High
1.5,5690.026537,5.937270629,109.9208159,-5.661624639,Very High
1,71.24321164,5.2393844,11.5344658,32.73828128,Very High
2,130841.0238,5.786680807,-2.306584179,5.798271309,Very High
1,12429.77922,4.920221465,-27.40194383,20.02814344,Very High
2,29436.15505,5.797099691,15.74330611,17.14063951,Very High
1.5,11167.44579,5.276807361,15.24067838,16.47782751,Very High
1.5,3104.723231,4.530825103,71.60199859,15.97058763,Very High
1,17937.03281,5.963802393,15.90572974,14.54299295,Very High
1.5,123339.594,5.768804556,-65.28786678,23.39060457,Very High
1,3550.184109,4.164852673,-41.88022889,-8.417120189,Very High
1,7506.094086,4.587705957,-90.83030937,4.357729734,Very High
1,465.8738239,4.163064951,95.22584629,-6.398399395,Very High
1,7632.726492,5.128145235,-52.31386177,11.48658317,Very High
1,44529.66413,6.022676079,55.77900183,-7.86075105,Very High
1,403.2336988,2.945773134,104.9484039,23.12645631,Very High
1.5,2280.040786,6.218583417,46.52188194,2.652486613,Very High
1,6061.435163,6.017193419,40.75227023,26.26452552,Very High
2,36213.3758,6.743639038,82.36390455,23.15445106,Very High
1,12542.65052,4.897438159,-67.35617038,12.51729551,Very High
1.5,1424.018319,4.9,60.9342773,16.80159919,Very High
1,5171.197145,5.372815107,43.48570041,30.31977653,Very High
1,18738.00904,5.1,149.9647109,-14.82122749,Very High
1,22189.28594,7.231744675,38.49424118,-12.98292346,Very High
1.5,14062.68903,6.642758437,-23.97427831,14.09036129,Very High
2,27850.94428,6.939607098,57.78004726,27.87463259,Very High
1,32764.28282,7.068474287,78.55552371,18.30031007,Very High
1,282.2075113,4.251327916,123.4653259,2.030103633,Very High
1,16161.91104,6.256570781,2.367909429,-6.112933415,Very High
2,128596.761,7.353282798,64.24980611,30.28096939,Very High
1.5,13679.49504,6.706474867,18.73662151,-7.813237931,Very High
1,18637.32681,5.709483101,-93.32038182,36.67246225,Very High
2,5384.274643,6.547579191,-0.414091008,3.429435267,Very High
1,13623.2697,4.743025987,1.301042381,47.76194772,Very High
2,169217.0085,7.456172834,124.2357599,43.77430821,Very High
2,25953.98424,6.946295043,30.00501708,24.02999485,Very High
1,13647.89925,4.97634,7.471506954,42.82165276,Very High
1,66549.58395,6.029414481,147.2772807,-1.061218882,Very High
1,2759.819662,4.764298094,81.75547966,30.17522057,Very High
1,9253.337562,5.359502022,37.17996127,11.3823917,Very High
2,1626906.363,8.448790616,111.5325213,27.84571292,Very High
1,20615.50132,5.698235094,59.52397245,19.88725854,Very High
1.5,14062.53331,6.642841956,-23.94055664,14.08162134,Very High
2,72279.11618,6.002865243,20.8822797,4.520539809,Very High
1,2993.924746,5.7,102.5430158,38.18765542,Very High
1,65189.60726,6.393218478,86.08176953,27.94779927,Very High
1,195036.7118,6.367781692,83.84619316,17.71671467,Very High
1.5,20155.2613,6.590292516,11.12546326,17.36869606,Very High
1,1335.952936,3.652335404,33.40691864,-1.829432642,Very High
1,45016.41564,6.388352221,66.30839036,2.867748141,Very High
1.5,3740.158656,5.584168054,111.2781592,-3.051864071,Very High
1,14495.76087,6.410479835,-117.7586803,38.39732984,Very High
1,14175.37248,6.582320535,-48.37657985,20.41493087,Very High
1,12242.2202,4.482571754,44.82197983,12.0468418,Very High
1,487057.2263,6.987168341,34.44397148,30.35402451,Very High
1,33508.76718,7.045701599,90.57442484,14.12528489,Very High
1.5,5690.151525,5.967029696,108.7932448,-4.160094337,Very High
1.5,44698.82046,5.937472197,-9.197438895,25.63448211,Very High
1.5,1472.462103,4.854986856,87.85777882,40.81478335,Very High
2,4923.168442,5.716318139,17.98215172,15.97755374,Very High
1.5,18680.69954,5.386939381,92.65520197,16.69476071,Very High
1,721908.3406,7.334109168,90.2218345,10.91742694,Very High
1.5,124551.6658,6.197175597,17.73010765,14.82326207,Very High
1,123414.3048,6.487840721,17.92485328,14.55753601,Very High
1,7604.281299,4.916510699,-67.86233368,8.333621616,Very High
2,29396.871,5.745191594,-0.036755526,11.98867432,Very High
1,87038.95878,5.783521896,74.90314275,13.71318783,Very High
1,12443.46311,4.728608276,23.3403602,0.944297861,Very High
1.5,219.8539937,3.870152463,9.540154979,36.35177433,Very High
1,9632.075451,5.328800293,3.976967751,3.44198246,Very High
1,5206.694193,5.338793463,47.30495873,32.62474286,Very High
1,3570.370038,3.950114949,-47.15539624,-17.11646258,Very High
2,35546.04797,6.978887406,96.46481449,20.57098931,Very High
2,30115.10404,5.651481003,-11.66549271,19.90814843,Very High
2,224245.6793,6.866682004,38.74455233,40.58094088,Very High
1,1476.850923,4.486563685,63.00336097,0.436541934,Very High
1,49935.76744,6.465264221,78.60776725,24.01068647,Very High
1,11352.71325,5.433119764,7.930622974,19.76489144,Very High
1.5,12414.85643,5.070772936,10.37091385,4.103000482,Very High
1,12511.74427,4.858982176,-28.18818533,7.430285945,Very High
1,1917.187041,4.99364083,-52.56255386,4.798834348,Very High
1,116009.1415,6.18520371,-21.52333728,32.95298427,Very High
1,16561.40826,5.894567671,-23.27080093,-16.41814312,Very High
1,390.636641,5.491871256,111.6897667,17.53008639,Very High
1,85.86784814,2.276949952,113.1755083,-29.93887945,Very High
2,1420.568355,4.705975689,112.5661028,31.45490188,Very High
2,83751.30774,6.578190759,30.78577638,2.944563846,Very High
1,86062.18658,5.988859781,74.80782685,22.42359743,Very High
1.5,33557.61668,5.935220047,-20.38127437,26.52186925,Very High
1.5,225334.9648,6.703909165,49.78795963,40.63644714,Very High
1.5,9659.469318,6.626315438,13.75315887,9.441149582,Very High
1,3572.060324,3.920803623,-57.53038444,-15.80640751,Very High
2,21806.67148,6.95536993,44.87978509,12.34829703,Very High
1.5,19383.38807,5.797163692,60.9512632,5.245825334,Very High
1,71293.6509,6.322625863,51.94268444,25.1320032,Very High
1.5,18254.71098,5.420752241,29.37988095,43.72678617,Very High
2,2311.526022,4.749570345,114.4209532,41.08957249,Very High
1,3088.408866,5.7,89.70074638,29.71803232,Very High
1,18520.61298,5.637413967,-84.59938882,37.62923567,Very High
1.5,13748.74781,6.87027128,62.53445227,23.43052995,Very High
1,31543.55478,5.337996252,-71.37932186,25.14203757,Very High
2,19177.12068,5.894348014,24.99205292,28.31474178,Very High
1,61682.13072,5.679734207,70.84607093,32.7856674,Very High
1,575747.838,7.063808078,30.68027107,37.35393514,Very High
1,4060.258174,4.643458216,1.890851552,12.58476395,Very High
1,2886.595917,4.219197312,65.63010715,18.48094196,Very High
1,1574.603642,5.083830805,85.591008,3.076887327,Very High
1.5,4382.741598,6.030675703,16.75968807,25.24060169,Very High
2,83588.50471,6.774946423,9.747140655,1.755996604,Very High
1,1373.660314,4.604819621,-37.65694352,23.45816917,Very High
1.5,18591.55896,5.663952549,-47.47711969,39.93480958,Very High
1,84.4638556,2.493093762,-38.49662098,36.46800279,Very High
1,46012.15499,6.556420452,-13.63778209,6.109015764,Very High
2,24909.49602,6.964983708,11.11936428,22.64217033,Very High
1,72122.18043,6.102225461,111.7566044,36.55602577,Very High
1,61911.34493,5.721899246,70.95157629,33.65954625,Very High
1,3120.33735,5.7,85.36103091,26.85594048,Very High
1,45588.83951,6.8,76.73223736,14.63991493,Very High
1,119976.2899,5.964945517,-68.79448385,28.78738587,Very High
1,1554.471216,5.229711481,68.87345687,3.58631081,Very High
1,2737.360888,5.35331577,126.1173413,29.88310843,Very High
1,13648.22248,4.981186755,7.55666467,42.70156171,Very High
1,196492.0123,5.9,109.3677685,28.77380127,Very High
2,74511.05933,7.646768121,4.329809145,34.28202744,Very High
1,11706.38617,4.966427021,124.3448463,32.36058209,Very High
1,7693.480243,5.424333334,16.6771063,14.6756307,Very High
1.5,44810.50778,6.056491872,36.08639283,-1.750503382,Very High
1,7357.088389,4.332113867,-22.57060269,25.29581377,Very High
1.5,36689.84744,6.097229093,46.86526229,13.79107846,Very High
1,584855.3653,6.974712736,30.97546176,44.02801377,Very High
1,17889.33723,5.200764189,18.13338779,42.33061,Very High
1,9251.754492,5.347546431,36.41088648,11.34353901,Very High
1,280.2466038,4.273989257,56.59316513,27.53127787,Very High
1,72251.06579,6.38276286,112.3545276,35.0946258,Very High
1.5,125853.236,6.511238139,45.20462292,15.64374323,Very High
1,12070.25392,4.598434969,13.50555255,6.176968855,Very High
1,89774.44215,6.112960318,-7.048770815,18.54892914,Very High
1.5,915.492755,4.18205651,0.054411207,12.77329504,Very High
1,248.9639856,3.927750054,114.7002187,-9.648268139,Very High
1,82.15832757,2.177982675,123.8494629,-35.27033926,Very High
1,2489.328068,4.703214901,121.1850974,23.56346583,Very High
2,5425.647064,5.770678568,-32.81963684,6.301675022,Very High
1,18790.1457,5.205159278,138.8224037,-7.339150168,Very High
2,22742.41743,5.659218018,88.94984505,0.15624973,Very High
1,1986.83128,4.825302634,-17.17607878,9.761006699,Very High
1,16555.50233,5.109206519,23.37298982,27.81281562,Very High
1,2917.030138,3.582274074,34.23752999,6.588956346,Very High
2,22813.6813,5.938550716,100.0161858,4.986581999,Very High
1,46764.89547,6.787490933,17.62152855,2.35758845,Very High
1,42727.90257,5.669535559,44.43424165,-5.615630572,Very High
1.5,122913.3447,6.191867665,25.95051411,17.76503504,Very High
1,6292.426244,5.210804747,11.15394914,24.38654167,Very High
1.5,12173.94438,5.152922751,89.06108996,25.76663461,Very High
1.5,23164.96792,5.443454904,52.550248,-3.271650795,Very High
1,4308.734702,5.877794916,106.4314884,25.19346847,Very High
2,28886.28347,6.212707803,34.37184822,22.16746496,Very High
1.5,11340.32241,5.342464083,121.9589547,6.27695484,Very High
1.5,274.2650244,4.42665676,127.5465968,-22.90373735,Very High
1,12516.27166,4.834446383,-57.18073098,11.33284016,Very High
2,5503.467338,4.916553604,-70.73756557,11.32113018,Very High
1,72159.91906,6.077372757,90.7360546,29.14467721,Very High
1.5,5153.135017,5.699939402,62.29899568,32.52187535,Very High
1,12099.71011,4.7,106.6938747,27.05716924,Very High
1.5,44647.44626,5.874933966,78.8783689,5.074006902,Very High
1,14086.3036,5.156427812,7.659780268,40.98596236,Very High
1,14444.92881,6.006315,-95.99238988,43.03018803,Very High
1,9284.166911,5.477926291,38.13089868,11.38228059,Very High
1.5,125524.9395,6.139292123,25.7373047,15.20304507,Very High
2,78804.28509,7.284797574,-43.01826598,14.33745944,Very High
1,8007.278565,5.909667844,84.0993599,20.75894996,Very High
2,68859.2496,6,-84.71476054,14.24900753,Very High
1,2539.627089,4.806339496,122.2467651,20.53108711,Very High
1.5,9414.986837,5.914967114,-16.93428652,21.24159085,Very High
1.5,72499.48203,6.934354608,113.1436486,32.11358267,Very High
1,23558.15713,5.24268427,18.67990751,-6.461360773,Very High
2,26876.77121,7.033605699,52.43296114,29.24502823,Very High
1,5793.909439,5.477207561,107.4904073,33.00342454,Very High
1,2921.33262,3.530101312,36.94253953,1.719364598,Very High
1,12354.84249,4.448959232,5.089321499,4.084396759,Very High
1,89227.43314,5.855154955,88.14515238,17.93079932,Very High
2,165149.3293,7.694429552,123.6813572,45.79814199,Very High
2,72490.35099,6.626661946,53.59981956,12.56881616,Very High
2,72522.73892,6.724877207,59.14857738,13.97861534,Very High
1,9252.247429,5.439266034,-34.58192794,28.46769709,Very High
1,283085.5056,6.904788312,114.9823519,26.58615714,Very High
1,122234.2977,5.977559218,-40.84134223,27.95960115,Very High
1.5,23259.23123,7.231912237,26.31331268,-3.037583239,Very High
1,3572.059474,3.920818366,-57.52516593,-15.80706645,Very High
2,5415.699334,6.109249808,120.1196269,26.72430591,Very High
1,22168.60234,7.432884704,30.01168507,-12.38158874,Very High
1,4289.765915,5.896183159,105.6015192,25.0744834,Very High
1,1891.679932,5.32329652,-28.97714523,11.04111208,Very High
1,16117.24389,6.400389949,17.52103598,-0.992416301,Very High
1,16415.60231,5.769394086,-44.50295718,-22.53687829,Very High
1,401.7554819,5.102270926,110.199845,23.4005181,Very High
1,462.9979443,3.737628785,131.439502,18.20800597,Very High
1.5,18005.12564,5.270479286,21.69744662,42.77306383,Very High
2,4943.793401,6.484175293,80.66092176,25.34464356,Very High
1,14384.47949,5.668137033,-73.66027424,46.06779647,Very High
1,60007.2976,5.371640729,70.07515943,26.40036844,Very High
1.5,85483.44055,6.385887533,45.37708359,30.99668696,Very High
2,26972.46489,7.041329316,54.77040945,29.60691442,Very High
1.5,273695.2716,6.927076723,92.83610478,37.79766935,Very High
2,78316.29222,7.267616064,-44.28932306,38.61737585,Very High
1,118.6647852,2.588969966,143.7502823,-40.01019827,Very High
1.5,123740.2096,6.037657358,-4.986783193,18.56909857,Very High
2,141339.0694,6.820730612,94.12972498,26.52579309,Very High
1.5,549.0681793,5.170936229,78.18754616,9.275365699,Very High
2,75767.14741,7.518886966,-81.19220455,39.64956968,Very High
2,1676286.381,8.440835181,79.63124681,23.87936108,Very High
1,39613.37149,5.401779351,34.30662556,12.53388323,Very High
1,2717.966614,5.263172736,125.8158128,23.48235205,Very High
1,583108.6788,6.878210862,26.08396644,45.96188054,Very High
1.5,73288.87796,6.805798498,25.64790964,31.74742386,Very High
1.5,3560.586421,4.11977304,12.896499,-24.69924614,Very High
1,200820.6241,6.794384958,52.19368515,7.806158463,Very High
1,9864.449006,5.682132212,11.56621617,0.788979786,Very High
2,28199.8829,7.1,85.10559224,28.81666226,Very High
2,4789.514048,7.479410464,40.06828007,32.67052304,Very High
1,12365.87163,4.500483203,20.24933687,1.943686388,Very High
1,1890.998307,5.332105886,-28.34687401,11.20792403,Very High
1,14038.09068,5.388281128,22.71701833,48.35545367,Very High
1,7175.45865,4.226915253,-1.914626144,33.24962825,Very High
