Dis Mag Value,Latitude,Longitude,Affected
5,40.9451963,22.45883835,Medium
6,34.51275508,138.7323173,Medium
6,35.73477579,110.0626446,Medium
6,31.22092071,45.56367441,Medium
6,27.09931195,119.6977851,Medium
6,40.19683367,10.24778719,Medium
5,42.13709738,20.06426571,Medium
6,33.39268101,50.26865534,Medium
5,41.08775117,23.35684494,Medium
6,37.06920307,121.1522992,Medium
5,21.43414866,-105.0153972,Medium
6,31.76447004,50.01527658,Medium
5,29.89517543,54.3213524,Medium
6,35.257663,51.18970473,Medium
7,39.21829983,123.1859402,Medium
7,36.7170916,25.9821794,Medium
5,36.99846605,48.2356559,Medium
6,33.374226,116.5863725,Medium
6,28.47819632,53.60014667,Medium
6,29.03306023,119.6314901,Medium
6,32.24272338,49.8823505,Medium
5,6.810810846,85.00177326,Medium
6,41.25887775,42.82953105,Medium
8,36.4375926,-7.846122198,Medium
5,31.32133931,55.84497122,Medium
5,-5.936199582,-73.31432117,Medium
5,24.86646053,-108.237531,Medium
7,15.46460656,-98.17834296,Medium
6,40.53181473,41.22999241,Medium
7,3.269734898,95.87543233,Medium
6,50.31488703,4.185102702,Medium
6,36.6682482,41.05047754,Medium
5,3.843036326,79.06894404,Medium
6,29.48299764,52.72392297,Medium
7,12.93885987,95.95522412,Medium
5,10.56077397,-94.80785531,Medium
6,34.05707031,50.59677399,Medium
6,42.16546452,18.99926608,Medium
6,39.20825443,46.75054317,Medium
7,35.8261748,140.4077362,Medium
7,13.39883665,94.29075966,Medium
8,37.51540926,141.6208095,Medium
7,25.99588495,119.0881563,Medium
7,13.44048735,122.7737682,Medium
6,33.73457591,66.7923239,Medium
7,16.205137,-85.6699064,Medium
5,37.70514635,43.69524963,Medium
6,39.33325635,7.873568451,Medium
6,39.53280039,42.66039245,Medium
7,30.4869593,117.0080004,Medium
5,16.63845962,46.74074132,Medium
6,32.99465984,64.39883999,Medium
5,36.57215757,46.13476174,Medium
6,35.17004197,112.8356971,Medium
6,33.41828647,116.6776551,Medium
6,28.55251791,53.48841636,Medium
6,38.87165163,24.11198974,Medium
6,39.03305706,27.08055673,Medium
6,10.1803178,-47.18993288,Medium
6,39.89478679,39.82853093,Medium
5,29.04730592,55.40770518,Medium
7,37.92140373,139.1138054,Medium
7,47.78120362,-14.76585728,Medium
5,8.661148606,46.05073796,Medium
6,2.757888513,94.50889835,Medium
6,19.5971685,121.4879705,Medium
5,-9.815402343,35.44767494,Medium
5,23.03539222,91.31409159,Medium
7,59.99913003,-19.08475627,Medium
6,35.49526039,139.9562158,Medium
6,42.32949731,19.86904811,Medium
6,31.13135985,481.7015823,Medium
6,28.46935765,653.4417369,Medium
6,0.346539577,120.1265161,Medium
6,40.94293745,20.44282645,Medium
6,23.62449192,121.2022081,Medium
6,39.58840487,41.57610494,Medium
6,9.744790803,121.3850218,Medium
6,27.95002202,118.801923,Medium
6,5.127186774,91.15484577,Medium
7,36.65036581,137.0501073,Medium
6,41.64601715,20.43647801,Medium
6,5.660236213,89.49367137,Medium
6,34.29477082,140.2127023,Medium
5,17.08923503,91.81605087,Medium
6,23.24491818,120.9458853,Medium
7,21.15338403,142.5017076,Medium
6,36.68283636,139.1195606,Medium
6,29.1589849,97.26761975,Medium
5,3.746701537,-68.18738531,Medium
6,39.31614095,29.83401352,Medium
5,7.536681154,82.98387336,Medium
6,3.854417346,-67.66867723,Medium
5,41.05058426,22.36285834,Medium
5,-10.70293273,56.23145631,Medium
7,37.00938302,120.5702747,Medium
6,34.51170948,138.7533674,Medium
6,34.08553527,118.0600326,Medium
7,60.53105641,-19.27278624,Medium
7,57.50982022,-18.20481337,Medium
5,30.98195036,56.38413232,Medium
7,34.51365082,59.20541274,Medium
6,34.73052269,139.0150342,Medium
7,41.06123155,-12.39042306,Medium
5,27.12963923,55.9325638,Medium
6,-3.111035635,121.0181313,Medium
5,14.71463649,-98.70735542,Medium
6,33.20564163,100.629116,Medium
7,47.13298728,-14.53672013,Medium
6,35.00465551,139.376606,Medium
6,15.90161343,120.3026476,Medium
6,25.01617248,93.82624845,Medium
5,29.49230728,56.42792399,Medium
6,42.34918643,21.61928903,Medium
5,-10.06480051,57.39050023,Medium
7,30.28949208,117.0994624,Medium
6,23.09720351,121.016518,Medium
7,4.729647538,95.1890367,Medium
8,37.22256674,139.7194258,Medium
7,2.947270447,97.66565935,Medium
6,35.34784075,68.92346236,Medium
5,34.1638094,50.45507018,Medium
6,38.85607177,42.78846823,Medium
5,1.344955538,-86.15636895,Medium
7,34.21495078,117.2612773,Medium
8,20.17902265,-82.43355462,Medium
7,33.69689509,51.9858843,Medium
7,59.60387532,-18.9450382,Medium
6,31.30980584,36.79377099,Medium
7,33.47330633,52.45455007,Medium
7,35.48578213,139.6675286,Medium
6,39.7811797,25.58585328,Medium
6,27.83777221,54.55642039,Medium
7,29.7818047,673.7183082,Medium
5,30.73869566,56.66195527,Medium
6,34.38589852,67.07387003,Medium
7,34.26484703,117.3203614,Medium
6,11.83246707,124.5665815,Medium
5,2.290647561,83.36984711,Medium
6,24.86691369,120.6068085,Medium
5,31.9563066,59.65002872,Medium
7,32.14179524,116.2415208,Medium
6,34.61016244,111.0265432,Medium
5,34.92852006,50.18854367,Medium
7,3.325994076,95.8489814,Medium
6,40.62565717,12.98509665,Medium
7,37.03351969,138.8930589,Medium
6,22.68800392,121.1433431,Medium
5,41.15760861,22.20153702,Medium
8,36.41500956,-8.000560291,Medium
6,22.15384256,-45.45272639,Medium
6,38.24418148,38.78561787,Medium
6,42.25620601,18.77008355,Medium
7,38.09298695,24.84515308,Medium
7,39.74525449,123.8099279,Medium
7,21.03209052,-46.64889904,Medium
7,37.27403195,25.1708651,Medium
6,30.6743562,52.5,Medium
5,17.39093849,91.24746335,Medium
5,8.956851878,77.66273144,Medium
6,30.26349564,41.30685934,Medium
6,35.80799393,102.7908505,Medium
6,2.360057484,120.6723738,Medium
6,42.27603914,-85.10418334,Medium
6,22.80787653,120.8356408,Medium
7,38.43842943,1.438190168,Medium
6,27.49717355,54.86111298,Medium
6,41.43902132,22.1371432,Medium
6,42.314437,19.64322665,Medium
7,36.50279569,140.8548271,Medium
6,41.17692724,23.68917837,Medium
8,36.64898195,140.7869736,Medium
6,28.69681382,53.27149116,Medium
7,16.12931827,-82.21659859,Medium
6,35.30169168,37.54383318,Medium
6,39.60913738,41.17182113,Medium
7,15.09832357,95.53567174,Medium
6,29.19021414,52.52974479,Medium
6,33.48617883,50.31483065,Medium
6,34.95563095,102.0828055,Medium
6,38.29935584,26.73258919,Medium
5,33.60944549,52.06040616,Medium
6,15.3118273,-61.49019237,Medium
6,37.52502654,121.6224146,Medium
6,-3.423379269,120.1069601,Medium
6,32.6382344,49.89606055,Medium
6,33.40341671,212.2391386,Medium
7,16.34710212,-92.13597659,Medium
6,34.90075937,139.1278414,Medium
6,15.80132231,-67.27740146,Medium
5,29.03312285,96.40352137,Medium
6,6.65363545,90.48714117,Medium
6,22.99378292,121.1625635,Medium
8,36.8082709,140.9402708,Medium
6,22.53950796,120.9346816,Medium
5,39.91774799,25.72777281,Medium
5,7.60419475,82.79618738,Medium
5,41.43095135,22.01644647,Medium
6,34.61719036,115.5504035,Medium
6,40.52140593,23.53958809,Medium
6,35.06328858,51.09371001,Medium
6,22.40891625,120.8295813,Medium
6,2.6628091,98.86359274,Medium
6,35.61470028,29.80076363,Medium
7,37.63128963,26.41574993,Medium
5,33.45946321,50.96656438,Medium
6,30.51519591,53.55621641,Medium
6,30.88177406,36.45374575,Medium
6,-0.860386793,119.8799983,Medium
7,34.58372234,59.62732096,Medium
8,36.53882293,-7.153840716,Medium
6,34.42269891,138.8689925,Medium
6,41.88507889,17.15039292,Medium
7,36.4752099,119.9377392,Medium
5,6.705207048,85.29534897,Medium
5,8.918843742,79.33867442,Medium
5,7.422563921,78.08463463,Medium
5,29.61867765,55.83140589,Medium
5,25.52444789,55.18142596,Medium
5,34.30796094,50.92773763,Medium
7,13.39353656,95.86688705,Medium
6,23.24555561,887.2288763,Medium
5,42.22041629,19.13691956,Medium
5,-4.925761535,-72.73166397,Medium
6,29.41651433,37.54108917,Medium
8,38.9362775,141.4071447,Medium
6,22.61567371,120.885736,Medium
7,20.75879596,94.4359243,Medium
6,32.9262862,49.16885206,Medium
5,33.14315831,50.04905578,Medium
6,12.41787889,122.4182159,Medium
6,23.50556013,121.1947324,Medium
6,6.504413145,120.1325605,Medium
6,27.28869538,55.22824393,Medium
6,22.84859592,120.7955615,Medium
7,37.01294333,-3.934133462,Medium
6,39.62759704,40.8118577,Medium
7,22.19236889,120.9478716,Medium
6,39.98247414,21.68055461,Medium
6,25.22435627,120.2370771,Medium
7,38.69078884,139.4066257,Medium
6,36.313081,105.8964957,Medium
6,35.37745021,64.40644283,Medium
5,35.18030172,49.9510006,Medium
5,-4.551496071,67.40435288,Medium
8,36.57126804,-6.931959136,Medium
6,35.59060475,139.1295747,Medium
6,28.49155461,96.71319555,Medium
5,-5.654741843,65.40052002,Medium
6,24.42039584,120.0572708,Medium
6,9.173759445,95.22168256,Medium
7,39.00514088,122.9335302,Medium
8,36.25864352,-9.069897022,Medium
6,22.82548295,120.7957485,Medium
6,6.821676468,130.3586694,Medium
6,28.70837727,54.21774885,Medium
7,16.30687158,-90.30360054,Medium
7,33.54420663,52.25028588,Medium
6,11.82644435,93.09537699,Medium
7,36.77283548,141.0833223,Medium
6,2.3370156,121.6515693,Medium
6,29.84298777,39.43723602,Medium
6,6.98959629,119.0680539,Medium
6,4.982173111,91.59168165,Medium
6,38.28761022,26.72701868,Medium
5,34.73342481,50.76211218,Medium
7,16.19788471,-85.33958708,Medium
8,38.16272975,142.041387,Medium
6,28.46765263,53.83642451,Medium
6,16.2425929,122.3554227,Medium
7,38.91691069,23.05372304,Medium
7,37.44639636,137.4786293,Medium
7,36.19325655,140.3483907,Medium
6,54.28743345,-2.994610303,Medium
5,35.93468592,47.50734357,Medium
7,2.869865345,96.06343585,Medium
6,30.59632327,119.1559063,Medium
7,32.39581839,52.86766209,Medium
7,52.88272779,-16.56918846,Medium
5,32.71805679,51.23410382,Medium
6,39.70784546,43.3472376,Medium
6,28.9839934,59.32966441,Medium
7,22.13680679,121.0242069,Medium
7,13.23366304,130.5955895,Medium
7,28.59253421,117.9671809,Medium
7,4.071476267,96.62083312,Medium
5,40.98152298,23.57210879,Medium
6,26.80610055,-109.6174741,Medium
6,36.61033076,139.1198975,Medium
5,16.39458282,84.34303587,Medium
5,-5.722807186,-73.19127096,Medium
6,22.6404662,120.8974232,Medium
5,42.0388608,21.48832164,Medium
6,26.55050178,119.0113139,Medium
6,39.56686661,36.08223997,Medium
5,42.18286928,21.48022749,Medium
5,31.62485566,55.35655411,Medium
6,40.16165838,40.41564843,Medium
5,41.40665624,22.03857277,Medium
5,34.6737214,50.71751766,Medium
6,2.090209469,118.5892542,Medium
6,6.304655411,130.9563059,Medium
5,2.381883325,85.54491298,Medium
7,33.37005373,52.51517651,Medium
7,48.50096023,-15.02028312,Medium
5,18.15672197,-101.9386643,Medium
6,19.44144667,121.8744933,Medium
6,35.84208281,136.9157935,Medium
7,33.44228269,52.42678156,Medium
7,36.83849678,138.7708717,Medium
6,28.19172378,54.0308111,Medium
7,24.12633015,119.9540885,Medium
6,29.09480065,642.8562035,Medium
6,37.65909208,46.27273131,Medium
6,3.95774344,137.5115768,Medium
6,39.69939279,39.38486799,Medium
7,55.56227012,-17.51637641,Medium
5,30.71464528,56.68420103,Medium
6,39.59990934,22.17355755,Medium
7,39.0101756,4.703237928,Medium
6,27.56798697,55.45561421,Medium
7,35.48815785,-11.92184575,Medium
7,15.36633582,-60.25944478,Medium
6,48.09450976,10.43992198,Medium
6,41.21354726,21.63271207,Medium
6,35.74166156,139.123934,Medium
6,34.62465467,139.4045918,Medium
7,39.72713847,123.788476,Medium
5,34.7335714,50.76222167,Medium
5,10.25374496,-64.65288977,Medium
6,41.4984605,19.72693599,Medium
5,42.10531234,20.4180358,Medium
7,39.51052857,23.7422114,Medium
7,12.29437386,-95.35635552,Medium
7,36.82461249,26.0331726,Medium
6,3.338787103,134.3846212,Medium
6,22.64740195,120.8943533,Medium
6,2.133067096,120.491419,Medium
5,33.04008921,50.00805495,Medium
6,16.99314041,122.2425822,Medium
6,4.864074191,91.09266195,Medium
7,15.07795165,94.19642439,Medium
6,36.32566603,139.8133966,Medium
6,39.56266556,35.9775475,Medium
6,35.21218168,51.1672431,Medium
6,34.89987898,118.9149583,Medium
6,22.13659341,121.4692933,Medium
5,36.04117194,49.13881375,Medium
5,34.88459512,50.87502645,Medium
6,41.77025976,21.91416108,Medium
6,32.63271388,50.76447187,Medium
6,34.83408296,139.5465396,Medium
7,34.19435755,52.00749832,Medium
6,28.5890993,53.43342225,Medium
6,40.29987753,10.2871196,Medium
6,27.30353854,140.9776974,Medium
6,23.00984209,121.1635729,Medium
5,13.57537068,45.33748277,Medium
7,3.35464486,97.44500731,Medium
6,29.8311087,51.8958499,Medium
5,34.6655947,50.71144755,Medium
6,20.45564746,121.722014,Medium
6,-3.547412657,118.8099119,Medium
7,33.56963164,52.2062589,Medium
6,4.919553337,91.32708566,Medium
5,21.98659874,89.92888593,Medium
6,51.52469754,1.99857263,Medium
6,2.516650385,99.33303304,Medium
5,28.48014398,56.21571246,Medium
8,36.53646426,-7.169970913,Medium
7,38.47483623,24.54804894,Medium
6,6.323440659,139.4224897,Medium
6,40.82305244,44.83841726,Medium
5,35.23521107,49.89919645,Medium
6,41.19310622,13.74034608,Medium
5,41.65685762,21.81070676,Medium
6,2.51605107,97.1808054,Medium
5,-5.557287866,-73.09582619,Medium
6,26.6493564,119.8923601,Medium
7,33.53430339,52.26743475,Medium
7,36.93546774,141.2209342,Medium
8,36.43255602,140.5786887,Medium
7,42.52885709,-12.90921211,Medium
7,22.28224768,120.8243894,Medium
5,3.776663225,79.08719552,Medium
6,29.04537471,52.74748709,Medium
8,28.10828123,-46.51299436,Medium
6,31.92774024,48.70627023,Medium
6,1.294675703,133.8705055,Medium
6,23.40359399,121.0997327,Medium
8,33.13134624,-23.75786441,Medium
6,32.19426227,-115.1040952,Medium
6,31.9077797,-114.177188,Medium
6,23.22070123,121.0500596,Medium
6,40.28312621,24.20141889,Medium
6,35.4665431,108.4466938,Medium
6,6.783872383,139.7944075,Medium
5,42.05617848,20.96489964,Medium
7,10.65671449,142.92273,Medium
6,18.43899419,122.0252063,Medium
6,4.69954183,138.1107711,Medium
7,38.76419897,138.1880336,Medium
6,41.04581889,43.65132248,Medium
6,2.233992094,126.0296905,Medium
6,27.0105767,846.641999,Medium
5,22.08063554,90.05308609,Medium
8,36.24313293,-9.175968917,Medium
5,-12.01866243,33.61237568,Medium
5,42.08490625,21.48573361,Medium
5,40.07246944,25.41424085,Medium
6,39.11522985,116.6538914,Medium
5,6.296357444,-66.80246334,Medium
6,22.72572853,120.8659573,Medium
6,39.59021818,-93.10558946,Medium
7,13.06811303,139.9402509,Medium
7,37.59270762,25.18084716,Medium
7,38.58884895,23.47648906,Medium
7,40.27837228,-12.11369115,Medium
6,4.732472669,90.53658782,Medium
6,41.28418727,42.88521199,Medium
5,37.47722225,46.25098055,Medium
7,19.06638387,121.6868445,Medium
7,36.62616327,138.8682335,Medium
5,40.53758706,24.47171323,Medium
6,34.37702791,138.9283192,Medium
6,34.96652172,68.1902741,Medium
8,36.62569484,-6.559751842,Medium
7,3.755085326,97.73949791,Medium
7,38.91061061,139.1092088,Medium
7,37.37918097,25.35929871,Medium
6,-0.385328124,128.9695857,Medium
6,25.98165078,120.5598054,Medium
6,40.48177649,23.64903091,Medium
6,34.81805536,139.1304868,Medium
7,18.94447465,-51.6638693,Medium
7,35.96047057,140.1243612,Medium
7,34.04700079,52.09885951,Medium
7,16.36396306,-92.90394007,Medium
6,9.156756723,127.6594965,Medium
6,32.05734831,118.7114259,Medium
7,36.4467406,-8.540161527,Medium
6,23.76285646,121.1973072,Medium
6,36.08736473,63.74778597,Medium
6,40.01878256,24.92766024,Medium
6,26.70430813,141.137669,Medium
5,11.9823559,84.64468979,Medium
6,33.00722285,50.07829104,Medium
7,37.04381014,26.13713,Medium
5,8.673113552,80.10445836,Medium
7,35.59968932,27.15380815,Medium
7,34.88186044,138.2433049,Medium
6,2.674178391,91.50084552,Medium
7,32.35138936,52.88392894,Medium
7,2.910585465,97.19525901,Medium
5,19.23447859,51.77570172,Medium
6,38.96550015,6.002115962,Medium
7,34.5867036,138.6506933,Medium
5,2.222402633,81.74288409,Medium
5,13.06611718,-63.12526557,Medium
6,0.055203926,130.2547091,Medium
6,42.26534756,18.90715628,Medium
7,32.5992217,52.5,Medium
6,3.912966791,118.7452451,Medium
5,22.68317918,90.8489023,Medium
7,62.01959741,-19.79896867,Medium
7,36.58127522,138.1356005,Medium
7,35.67656989,137.1464123,Medium
6,39.74164733,25.69301203,Medium
6,39.48492729,22.32173241,Medium
5,15.9347109,-99.85271838,Medium
6,40.70972625,43.57493778,Medium
5,2.945484147,82.98577799,Medium
7,3.144655734,95.93423982,Medium
6,8.432307323,120.8777245,Medium
6,38.90985928,27.02212854,Medium
5,34.91275306,51.83497253,Medium
8,36.98866219,-4.077535633,Medium
5,40.76783536,24.0051315,Medium
7,36.33926074,-9.078635113,Medium
6,23.76146177,121.2108176,Medium
5,17.02954756,91.36747772,Medium
6,40.34866767,21.20864898,Medium
5,2.840944905,82.54405387,Medium
6,35.35221893,139.8350301,Medium
6,2.015548485,135.3127428,Medium
6,6.107181767,86.95784314,Medium
6,40.92480954,42.09458098,Medium
7,30.97463586,599.2860472,Medium
6,2.88019784,95.92877152,Medium
6,3.380833056,95.90008123,Medium
6,2.580532072,99.12785445,Medium
5,16.02119878,48.53201201,Medium
7,38.32391986,129.6193923,Medium
7,16.16164051,-83.68877599,Medium
6,35.75228882,138.1700532,Medium
6,37.44503316,28.45803889,Medium
7,62.11308976,-19.35413153,Medium
6,30.2171516,41.10080876,Medium
6,36.40315759,69.48499271,Medium
6,12.06346352,93.01666526,Medium
6,4.748625013,95.44585101,Medium
8,37.47588059,141.5827677,Medium
6,22.72661237,120.8656311,Medium
6,-3.563123834,119.6992962,Medium
6,21.17470407,-79.47481114,Medium
5,-26.34183319,27.07825395,Medium
6,28.16392211,774.673635,Medium
6,-1.999106431,113.2475407,Medium
7,12.22151846,144.1867143,Medium
6,35.40062679,139.9305355,Medium
7,22.19382732,120.9458679,Medium
6,35.32195614,139.8772136,Medium
7,34.99823451,138.0826804,Medium
6,31.86272966,116.5113809,Medium
7,17.94842983,121.9028333,Medium
6,23.02170054,120.8428618,Medium
5,5.920635666,78.49763944,Medium
5,41.60976858,19.45837515,Medium
6,39.57561468,22.20486554,Medium
7,37.69315371,132.0607972,Medium
6,32.49100998,118.5794951,Medium
6,34.39926641,139.2727909,Medium
5,42.03625876,21.1866078,Medium
5,23.04252157,91.32350777,Medium
6,27.40354752,55.53895071,Medium
6,-1.247022386,110.5713251,Medium
6,34.89706299,139.5892266,Medium
5,4.99631439,78.75181212,Medium
7,35.75807534,137.033915,Medium
6,34.55748952,139.3590682,Medium
6,35.16631516,51.14459123,Medium
7,16.23398145,-86.98368121,Medium
6,31.28844044,52.5,Medium
6,42.18391105,18.84361078,Medium
6,35.27958922,140.0006867,Medium
5,36.14473969,48.19490648,Medium
5,18.8575637,-102.5965899,Medium
6,26.2778882,94.87433652,Medium
6,-2.1209828,119.1061763,Medium
7,17.34179166,122.0200359,Medium
7,35.46211259,137.4424156,Medium
6,0.740717719,132.2544951,Medium
6,32.79492053,115.9450847,Medium
6,15.88573445,-71.12211187,Medium
7,14.16036584,94.24797578,Medium
6,30.76848112,35.63073515,Medium
5,20.83570131,90.10349158,Medium
6,2.787366793,104.504476,Medium
6,4.711249864,138.1202283,Medium
5,16.73374007,91.46571247,Medium
6,15.28242618,-61.47291171,Medium
6,10.27848735,126.3628623,Medium
6,29.52627508,52.19236041,Medium
5,41.6599955,21.807849,Medium
5,42.23239976,19.00354249,Medium
5,35.36872138,51.23663693,Medium
7,31.3536286,52.5,Medium
6,22.25253062,121.4518628,Medium
8,36.36408498,-8.348817015,Medium
6,28.41869879,53.68959144,Medium
6,24.09233849,92.71006514,Medium
7,37.75085684,25.07001603,Medium
6,28.26468707,53.80310378,Medium
7,36.93359366,26.08485837,Medium
5,33.94022292,51.51608886,Medium
5,35.5914889,102.4757779,Medium
6,4.20378181,88.3026372,Medium
6,35.79978686,140.2599735,Medium
6,36.83945023,120.9153427,Medium
6,60.4738253,-14.1754785,Medium
6,35.75692328,138.1425499,Medium
6,36.17181591,49.76154765,Medium
8,30.9878617,-33.46812481,Medium
6,3.740311901,95.47684834,Medium
7,38.72761301,139.1100592,Medium
6,2.857355604,101.899505,Medium
6,40.69676968,23.06053591,Medium
6,27.60818308,54.70808753,Medium
7,22.14702622,121.0101667,Medium
5,13.74837212,47.38099257,Medium
6,28.75962838,53.12083246,Medium
7,46.78781281,-14.41470485,Medium
8,29.93644032,-38.23119877,Medium
5,-5.852288383,36.4373074,Medium
6,22.46549564,120.9619957,Medium
7,2.897906443,97.03267978,Medium
5,-2.283148002,71.52436903,Medium
6,35.91198019,137.2223576,Medium
6,39.84561164,121.1207459,Medium
6,63.72649262,-20.05413049,Medium
6,34.44661319,138.8379277,Medium
6,29.91707818,51.81222771,Medium
6,15.75235469,120.2832579,Medium
5,-4.948805541,66.68271697,Medium
6,26.7332257,95.25257846,Medium
6,29.26888268,119.559747,Medium
6,35.72612762,138.3253081,Medium
5,31.11550369,56.17620096,Medium
6,31.01084866,50.74832127,Medium
6,28.72889963,53.22325542,Medium
7,34.07933329,56.59033965,Medium
6,31.16757916,35.79916185,Medium
6,25.09390333,120.4739263,Medium
6,23.22463178,120.9365224,Medium
7,13.3887836,122.7832647,Medium
6,34.53832483,138.6973762,Medium
6,29.11106377,35.04710673,Medium
6,39.74753828,26.2130886,Medium
5,39.71669398,26.13519441,Medium
6,28.38397168,53.74179795,Medium
6,4.277438641,88.61386959,Medium
7,33.47373833,-17.03730759,Medium
7,25.70170373,-35.43133186,Medium
6,28.34639382,140.699295,Medium
7,15.22511869,144.1698235,Medium
6,34.30234802,67.68423345,Medium
5,42.13584315,21.48287064,Medium
6,2.02259682,135.0132144,Medium
7,38.17119877,137.8688076,Medium
5,32.27754303,54.25214438,Medium
7,8.613161317,141.2720319,Medium
8,36.033,-10.613,Medium
7,3.757791104,95.64596679,Medium
5,17.36947848,85.30964697,Medium
5,33.94976398,51.50038839,Medium
5,10.42177991,47.00403748,Medium
6,40.91983697,12.97129035,Medium
6,41.66393838,43.72066444,Medium
7,24.37262221,119.9997622,Medium
5,30.13558338,52.16599958,Medium
6,39.44453438,33.03365108,Medium
5,39.0121897,46.33581103,Medium
5,41.66634508,22.18436572,Medium
6,20.04871188,-75.83423252,Medium
5,34.71456427,50.74802459,Medium
6,29.60148891,117.8351361,Medium
5,42.23961461,18.92324062,Medium
7,39.57569918,138.6248833,Medium
6,33.84628173,117.5643574,Medium
6,6.730464931,90.13752844,Medium
6,4.647099467,90.17584862,Medium
6,32.05293512,118.560131,Medium
5,14.9611015,92.05438826,Medium
6,27.98266131,54.19187328,Medium
6,34.95473558,68.16761208,Medium
8,36.3367238,-8.535931235,Medium
6,35.45488046,139.9350367,Medium
7,2.929357962,97.43597301,Medium
7,43.29596026,-13.18037442,Medium
6,21.31172066,120.6882037,Medium
6,36.4210493,106.6927871,Medium
7,13.20256449,132.3509831,Medium
6,34.22712634,139.1230419,Medium
5,30.5288353,56.00576473,Medium
6,10.08616198,121.5169676,Medium
6,39.14549178,23.93185433,Medium
6,22.55555592,120.7979324,Medium
6,0.562767534,118.776747,Medium
7,14.00038011,122.6471488,Medium
7,31.44787053,-21.62761635,Medium
6,33.47228609,118.2418482,Medium
6,41.80640955,19.9908519,Medium
7,35.66664991,137.1601043,Medium
6,27.4512943,55.02929584,Medium
6,32.00568792,64.07642488,Medium
5,42.21434686,21.47845826,Medium
6,34.02299602,51.42119456,Medium
7,33.15544886,-14.68422147,Medium
6,-1.903776137,119.0795143,Medium
7,36.50005717,140.8525099,Medium
6,34.30966897,139.009834,Medium
6,23.4338227,120.5396051,Medium
6,29.77087471,52.38764384,Medium
6,30.99425699,117.0197944,Medium
6,29.19287686,52.52360407,Medium
6,36.31630354,70.05938086,Medium
6,7.220827078,96.0619313,Medium
7,15.9331585,144.1656629,Medium
6,10.50140562,94.65046308,Medium
6,2.449282682,99.5494082,Medium
7,39.56612052,8.021491017,Medium
7,34.6016116,138.7448518,Medium
6,41.13450862,42.55591897,Medium
8,38.39354798,142.2271301,Medium
6,39.69274248,39.54152173,Medium
5,-2.620995878,-82.07941655,Medium
7,25.25263498,119.4324116,Medium
5,40.87119169,22.44090547,Medium
6,42.80136485,17.76453694,Medium
7,31.84464228,52.5,Medium
6,40.17475229,24.5003284,Medium
6,24.48485064,120.0256212,Medium
6,26.2908569,119.7732165,Medium
7,39.48602116,139.1065351,Medium
6,33.6004946,114.0681707,Medium
6,29.09672457,52.65614897,Medium
7,33.12148968,465.3230945,Medium
7,18.10931173,515.6918785,Medium
6,16.9889442,122.2432131,Medium
6,39.74198548,25.69395607,Medium
5,17.51785553,91.20531546,Medium
7,61.63547395,-19.06211744,Medium
7,5.036562287,95.04473701,Medium
5,18.55513653,86.48522941,Medium
6,37.56264449,121.661212,Medium
7,33.23873486,52.13523361,Medium
6,-3.028055137,121.2602026,Medium
7,16.15601633,94.60804551,Medium
6,42.28615582,19.21916523,Medium
6,25.06103711,119.7426934,Medium
7,53.475076,-16.77857686,Medium
6,40.71103774,41.62428302,Medium
7,16.48321124,-98.33532413,Medium
5,31.32825531,55.81426341,Medium
7,35.0473973,118.24701,Medium
5,32.59178363,49.82971926,Medium
7,36.41303506,140.7788758,Medium
6,30.50344773,52.5,Medium
7,16.417588,-97.09658327,Medium
6,27.82551617,54.57141628,Medium
7,32.63316529,52.5,Medium
5,36.67814529,103.4818908,Medium
8,36.72924777,-5.851586834,Medium
6,-1.146081504,118.9865075,Medium
6,3.417541677,94.43497013,Medium
6,27.50425345,140.9241142,Medium
5,28.6008562,56.24102115,Medium
6,22.9059594,120.7950974,Medium
5,41.75680287,21.71968359,Medium
6,28.93484334,117.8405183,Medium
5,32.48852743,53.90495486,Medium
6,4.288342427,137.7786211,Medium
7,48.6352898,-15.0677671,Medium
6,39.57741997,41.79031063,Medium
5,22.67920913,-106.1842162,Medium
5,35.29856337,48.87702057,Medium
6,34.39298221,138.9075945,Medium
5,40.68551356,44.75711587,Medium
6,28.90359394,97.05547036,Medium
5,41.76935569,21.70825136,Medium
6,39.09999371,44.07659758,Medium
8,40.16320166,139.5534408,Medium
6,53.97541708,-2.430692904,Medium
6,36.70659003,139.7478826,Medium
8,38.92612207,141.4224881,Medium
6,40.5397665,23.49357129,Medium
5,29.38685876,52.97013089,Medium
6,29.14972295,97.25992598,Medium
6,34.24796203,139.1492745,Medium
6,6.74581777,94.78260299,Medium
7,31.45515596,569.3017557,Medium
8,23.13687335,-69.03411087,Medium
8,37.81431227,141.908469,Medium
4,28.46460248,28.15277456,Low
7,28.14520441,61.16231232,Low
5,34.85592185,-116.1051401,Low
6,25.61306402,67.19182304,Low
7,4.373251229,96.5595756,Low
8,-30.92848401,-71.34907728,Low
5,44.38638134,24.86483091,Low
5,-0.061538157,-78.32877717,Low
6,31.26620516,-113.9091976,Low
6,29.17055295,66.5726241,Low
6,10.88790592,122.6444414,Low
8,28.31862105,99.22068421,Low
5,36.39246725,28.30238798,Low
6,-20.03440596,-70.31669502,Low
6,51.53489283,5.228367795,Low
7,6.764865289,125.1911415,Low
6,32.73018976,118.0252354,Low
6,-3.077035819,-76.842859,Low
5,0.200934274,-78.07254194,Low
5,32.97528721,48.82825742,Low
