Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,displace
2,45074.19438,5.86805253,111.954041,32.53978103,Very High
1.5,169832.7193,6.515966635,107.7627416,-16.5635359,Very High
1,91774.64065,5.930908425,105.6290849,28.38759683,Very High
1.5,19240.8177,5.586065197,-37.72710231,-2.853749634,Very High
1,117370.4562,7.459625498,-46.8486529,-1.589872012,Very High
2,12436.56153,4.928434213,-54.53335136,23.32920963,Very High
1,94059.54318,5.976432911,99.56625443,24.32594615,Very High
1.5,89427.18497,5.773745031,77.19097406,23.98331838,Very High
1,25147.8442,5.438161149,12.68155352,-10.99364295,Very High
1.5,364980.2535,6.513438884,108.9941201,24.3738314,Very High
1.5,55577.10625,6.800356627,28.93021742,28.96132002,Very High
1,3715.461188,4.25813177,-79.96745816,31.01216297,Very High
2,819322.8194,7.574829826,68.35190067,10.6789415,Very High
1,25032.0425,5.254367207,-6.729410469,-7.318495947,Very High
1,5410.905101,5.248387726,12.46249084,42.50457473,Very High
2,402050.7105,7.130740302,107.2688256,26.25980993,Very High
1,1613.159675,5.890776124,0.306400328,9.212436302,Very High
2,12859.6377,5.069933446,11.36746853,23.53072341,Very High
1,24673.36453,5.274597333,22.93139349,3.799403528,Very High
1.5,64908.34059,7.28128362,28.49830406,4.869669735,Very High
1,581.1978644,3.888674643,54.02306435,34.45426444,Very High
1,3279.939188,4.580820206,85.476268,-7.058018646,Very High
1,5561.74392,5.219488079,10.51390322,30.93188436,Very High
2,9191.739246,6.04496018,-83.39978562,29.36656428,Very High
1,27256.95665,5.691555569,38.12555831,-2.273307626,Very High
1,490.9956438,4.685678024,27.00067515,2.964724926,Very High
1,17664.6855,5.2,-70.45520901,9.85868863,Very High
1.5,382614.2986,6.519927403,117.679168,16.08323037,Very High
2,63349.91257,7.323693203,-21.41360852,-8.337074015,Very High
1.5,578.1042886,5.736426448,24.17593942,23.28169797,Very High
1,18623.18954,5.68709005,16.97297339,36.71635929,Very High
2,7691.921427,4.535635172,6.772666346,42.81484404,Very High
1,68463.44905,5.327743258,15.41690265,21.66910216,Very High
1,832.3026364,4.111470232,-3.041529666,7.448697195,Very High
2,12854.15554,5.114449562,11.41359836,22.38717673,Very High
1,137707.4968,6.588788386,69.91833716,26.29213922,Very High
1.5,223273.9455,6.376455723,99.88776418,17.90696038,Very High
1,85967.82892,6.166133442,33.42283094,-13.81501049,Very High
1.5,7391.373208,5.898489049,13.70742499,16.71456985,Very High
1,15390.16702,4.735468506,-59.61267089,7.702633048,Very High
1,1419.042643,4.888046917,12.20542824,2.402762925,Very High
1.5,66991.48653,7.029829067,-32.04584596,-13.45432967,Very High
1,3564.002446,4.245956298,-40.01691542,21.52996844,Very High
1.5,47157.06898,5.800412822,21.09813887,35.23482197,Very High
1,1428.501292,4.972213185,12.31879655,2.304435245,Very High
1,569.285091,3.168443536,89.3927377,26.92992373,Very High
1,1996.961019,5.101932249,71.34606084,29.33182428,Very High
1,33341.08166,5.794693505,-45.29683226,34.99716535,Very High
1.5,13199.93644,5.970581268,52.04388396,26.41915246,Very High
1,19516.25691,5.389628982,21.50380123,44.47647406,Very High
1,25278.25126,5.511045828,15.2369248,2.615469088,Very High
1,4832.878046,5.465522728,108.1961784,41.29741289,Very High
1,85711.78362,5.489323806,22.6939061,5.781871679,Very High
1,17548.78819,5.045246496,-44.95729349,8.246258888,Very High
1,809.7876992,4.393009709,-0.710441356,11.21651749,Very High
1,65289.88578,6.360259108,89.05765586,25.33416456,Very High
1,142186.5531,6.214692371,101.8249395,30.64114568,Very High
1,83939.87177,5.872898452,42.37365593,43.79030777,Very High
1,88289.50083,5.661216967,42.80737047,10.42689146,Very High
1.5,378779.1179,6.577239235,114.0718805,24.51389889,Very High
2,56533.04044,6.321477381,23.42129973,47.06364784,Very High
1,85304.02469,6.054257659,24.91407125,-13.22232037,Very High
1,46596.38375,5.412631586,121.2419051,17.65066861,Very High
1.5,84029.05347,5.849813047,28.7046083,30.41894194,Very High
2,375764.2099,6.500452568,78.68547634,27.39848552,Very High
2,62668.92758,7.221871955,-65.29351415,-20.58186727,Very High
2,3759.638374,5.68804695,8.802307084,8.297595508,Very High
1.5,66946.53019,7.039139476,-32.35793969,-13.662359,Very High
1,53391.13622,6.40174472,26.93478094,18.22078016,Very High
1,28126.58323,5.473158063,90.17949844,24.80454428,Very High
1.5,14838.69306,6.447628646,28.36529457,20.95403684,Very High
2,9177.185538,6.25598544,-13.36458166,42.53946442,Very High
1,200178.3389,6.058231016,112.3549403,25.03808678,Very High
1,3378.965601,5.470991036,113.1681104,2.200492743,Very High
1,505.8528755,4.863297589,32.68448314,4.834551583,Very High
1,2071.199041,4.957617286,68.85068677,30.96193394,Very High
1,599.8979106,3.30018715,55.36336154,29.7411769,Very High
1,53097.95353,6.180463619,43.7201143,4.969252012,Very High
1,44129.13159,5.716007034,13.70137745,5.076648892,Very High
1,27385.81964,6.79883438,16.85341008,-14.2604736,Very High
1,81208.31501,5.852234576,9.091228952,7.631503774,Very High
1.5,87992.72078,6.301505781,57.70455019,18.25163848,Very High
1.5,12977.49354,5.715565585,19.04185937,4.811975119,Very High
1.5,74187.18697,6.296202417,6.70199622,16.43087408,Very High
2,63625.36872,7.447441281,-4.128123526,-5.196312459,Very High
1,776.1999662,3.811453972,12.01983474,12.36494314,Very High
2,8359.35197,5.855954538,10.32924992,32.34885589,Very High
1,5550.418263,5.23789659,24.13268481,24.84762092,Very High
1,467801.6158,7.273198201,16.80928766,17.35282187,Very High
1,3306.221699,4.52006388,97.06092635,-5.272923547,Very High
1.5,12293.78694,4.4,-30.87392559,15.93122696,Very High
1,22899.78224,5.511022656,7.61314525,9.462830988,Very High
1,367390.9299,6.457966516,46.03715969,1.019943342,Very High
1,71377.7701,5.887397795,4.642753315,11.58484697,Very High
2,12264.45929,4.4,-62.60175321,25.16452858,Very High
1,372378.2023,6.703547254,62.67845509,-8.508623318,Very High
2,53654.58114,5.536522088,-58.01594588,6.28427231,Very High
1,28179.33264,5.644474133,97.42278599,-12.4974552,Very High
1,12917.30815,6.348299955,25.35887532,32.16909705,Very High
1,1633.486527,5.829779346,3.302506343,9.515458348,Very High
1.5,26670.62352,5.97566784,-28.42868449,1.639804543,Very High
1.5,26353.9581,5.860223379,9.138432547,3.000442791,Very High
1.5,357348.7575,7.046431103,106.0357997,27.67966081,Very High
2,8280.96264,5.20954289,4.48307521,44.20278273,Very High
1,15385.15317,4.730359374,-61.85236109,7.199817821,Very High
2,402416.5363,6.794386168,129.8980722,-0.987384409,Very High
2,9183.913663,6.158429247,-45.74159594,36.44968168,Very High
1.5,402357.7414,7.003875004,98.40619657,-22.52707527,Very High
1,323.2429931,3.568536498,25.52116828,-28.237112,Very High
1.5,15606.58806,6.813465546,15.82412734,31.0135078,Very High
1,16881.09419,4.961407997,40.13473314,15.24236789,Very High
2,78850.38806,6.366690098,8.633496084,14.97930337,Very High
1,30209.94182,6.493542419,-38.99771532,10.99923194,Very High
1,19441.09081,4.899059243,12.8333383,41.12970373,Very High
1,793.5669565,4.595843027,0.968976325,13.93101956,Very High
1,3131.253146,5.073350593,-57.81233032,-15.30983043,Very High
1.5,1608.978512,4.097296553,-28.53550321,23.87787023,Very High
1,54180.42068,5.334045548,95.75313137,13.26433182,Very High
1,2110.511924,4.906820993,60.44826628,31.57530202,Very High
1,284.0290791,3.949343869,37.41288447,-25.11619127,Very High
2,84541.01478,5.894928117,19.20675813,17.07602456,Very High
1.5,25480.18336,5.038980063,-12.77101935,18.27728271,Very High
2,914.6590866,5.412939208,1.299059318,5.550555307,Very High
1.5,518.7437337,3.75280735,-19.97260318,33.76340941,Very High
1,16074.43767,4.869291226,11.29063724,18.74829541,Very High
1,83495.72218,5.7859363,38.24397578,43.68223401,Very High
1.5,13295.23689,5.076854783,34.58878766,4.369115923,Very High
1.5,25184.84186,6.05737189,-22.98882269,2.079803796,Very High
1.5,18696.79894,6.065513712,-29.45583763,-1.256729322,Very High
1,45477.09624,5.278279461,-19.36028583,13.84045146,Very High
1,53709.45952,5.110539449,62.13380153,28.39875138,Very High
1,24817.83615,5.293103584,9.57368456,-13.78656053,Very High
1,2190.23371,5.479227259,68.39188136,32.42000667,Very High
1,186094.0396,6.054936088,120.7442888,3.105694462,Very High
1,3455.539056,4.689547271,8.816473298,7.000650515,Very High
1,1984.919048,5.125341232,71.75082947,29.06740811,Very High
1,51915.46008,5.296191941,-10.00709073,36.34895716,Very High
2,469.9806273,4.461796455,-86.72429582,27.66747388,Very High
1,16738.16476,5.2,38.72028658,21.91245298,Very High
1,32880.16636,6.07250523,-89.11714412,37.04639011,Very High
2,8317.442215,5.25407936,4.350743997,44.24706435,Very High
2,216.5879172,5.431038078,89.9175436,3.194319615,Very High
1,150576.8354,6.566126704,84.60238289,8.93949871,Very High
1.5,879.7664985,4.741646928,-1.201666327,5.743611069,Very High
1.5,24602.36267,4.981991693,99.10706893,11.14303328,Very High
2,65156.79716,7.409791243,-44.78253806,-21.94410454,Very High
1,1510.697585,4.236595372,18.26319425,4.350094768,Very High
1,565.2153453,3.335931768,128.4836379,11.66854552,Very High
1,788.1445662,4.079278555,-1.549302438,6.239264446,Very High
1,24767.33825,5.3,12.95032231,-12.7044574,Very High
1.5,55412.61244,6.258988303,30.74708748,32.19057607,Very High
2,12841.81897,5.332779711,10.78379213,27.51433918,Very High
1,3485.518125,4.33615494,55.6296875,9.766155773,Very High
1.5,634.9061069,6.30241451,15.9339602,36.40030338,Very High
1,19195.92136,4.802619401,-3.503349924,28.72278837,Very High
1.5,363259.202,6.142815831,45.24361026,19.18341667,Very High
1.5,66224.46945,6.5167277,23.65643513,11.54529418,Very High
1,371.4186759,4.393480029,63.89040925,5.904100271,Very High
1,7044.889671,6.247235668,48.71280957,-0.855225113,Very High
1.5,1478.40022,4.994376638,45.67290225,40.05732512,Very High
1.5,25859.66827,5.104702068,-69.71942663,17.67206518,Very High
1,183903.827,6.125755598,117.2675694,8.542296319,Very High
1.5,375421.1515,6.453699785,112.8647236,23.83674387,Very High
1,83958.75322,5.58207013,24.5087474,22.38678161,Very High
2,9880.328436,5.784206027,-68.3058229,23.52089256,Very High
1.5,609345.8745,7.548800639,45.99795088,4.184286152,Very High
1.5,180621.2039,6.295341084,117.7143845,-11.90379113,Very High
1.5,12769.76491,5.804349872,12.09493839,5.085748738,Very High
1.5,45095.51715,6.716895968,7.077676467,7.992433984,Very High
2,86368.16972,6.195146448,39.35819312,19.15238789,Very High
2,7747.860875,4.598845135,6.863822741,42.68461091,Very High
1,17763.064,5.279552227,-68.20456018,11.47191266,Very High
1,28217.55359,5.498824488,94.27254024,26.81989758,Very High
1.5,6134.674084,4.400485387,-6.204439291,43.36508822,Very High
1,64842.33363,6.438408412,62.99271374,18.8803992,Very High
1,26886.97172,5.178672301,21.38446428,6.576659738,Very High
1,53830.24427,5.098054785,68.82682979,27.13659557,Very High
1,109954.5132,7.079906084,-8.346776513,4.661578966,Very High
2,85755.589,5.869747143,32.28886623,17.59053774,Very High
1,571.1369814,4.058390313,24.0593499,14.71610932,Very High
1.5,85919.20669,6.175971222,55.60335818,38.13203008,Very High
1,54551.47127,5.584855767,100.9583597,13.57554022,Very High
1,4940.263929,5.407932358,76.09832978,48.90838339,Very High
2,9131.521608,6.307748363,2.063241671,43.93791708,Very High
1,19739.71407,5.290985496,22.61052711,46.09931938,Very High
1,24647.21566,5.494431141,18.18459723,0.766818536,Very High
1,47618.26397,6.297847813,-49.5995131,23.36919276,Very High
1,1592.621798,5.786427959,0.32238561,7.701501667,Very High
2,63622.56505,7.446181737,-4.304060192,-5.228280038,Very High
1,12440.14713,4.51890446,12.66050951,7.556011851,Very High
1,3336.468429,4.786987946,-65.59478195,0.961737743,Very High
1.5,89481.17975,5.772333217,77.85130791,24.0773311,Very High
1,24811.83632,5.278319925,6.71725226,4.537724939,Very High
1.5,15706.02941,6.951866044,25.22184388,31.80321282,Very High
1,25049.29646,5.430103983,15.62585036,2.703653879,Very High
1,1432.222768,4.782317332,14.22485175,2.307028692,Very High
1,527.9498562,3.968390846,48.70366903,16.87591316,Very High
1.5,84045.50194,5.851262519,28.39945814,29.99025616,Very High
1,29951.10893,5.724945068,24.00945403,30.78762862,Very High
1.5,1488.39963,5.048431795,44.98436039,40.48166027,Very High
1,29543.69193,5.578205702,-12.24379079,17.59883259,Very High
1.5,1673.128151,5.854021727,5.437821456,14.31610786,Very High
1,12750.86836,6.109418721,9.630055753,31.7017858,Very High
1,501.7100686,4.813233457,33.17235254,3.776814957,Very High
2,55538.72888,5.812653209,42.56135651,42.37367277,Very High
2,926.7107852,5.644799688,2.162795525,5.48387496,Very High
1.5,715.2787937,6.294682316,13.04786141,30.70200606,Very High
1,48063.1665,6.070338483,-61.59036558,26.47439668,Very High
1,814.0156852,4.340140586,-1.148186697,10.50897425,Very High
2,12852.62668,5.196705319,10.99282621,26.62001293,Very High
1,43933.67166,6,114.7194544,33.35600472,Very High
1,5362.787376,5.380705352,36.33151358,16.93296876,Very High
1,3371.972779,5.276330031,95.82201805,2.914340102,Very High
1.5,64747.66474,6.367077932,-35.88325211,-2.136210683,Very High
2,55779.19792,6.298134494,28.64786324,36.24434805,Very High
1,15981.57227,6.177901853,52.44831751,29.78111528,Very High
1.5,893.5802174,5.007406602,-0.211647446,5.667181713,Very High
1,373346.4598,6.808058306,46.30797279,-18.22085924,Very High
2,9162.914443,6.02237054,-92.16090135,26.63358789,Very High
1,44100.46145,5.914691174,113.5670876,30.41595201,Very High
1,22770.56376,5.584152232,-7.83026566,7.014592144,Very High
1,52897.59566,5.499327044,25.57140102,25.44296112,Very High
1.5,12740.55827,5.723687012,6.287582649,6.400947329,Very High
1,3628.187081,4.379916289,-76.65773137,24.09217841,Very High
1.5,6996.151685,4.646418411,90.09310567,13.57098744,Very High
1,24733.14809,5.3,14.26165162,-6.526640092,Very High
1,51231.76781,5.824637803,-12.80225173,17.43725792,Very High
2,45030.51887,5.846267664,109.2828534,31.70992289,Very High
1,44068.21381,6.256997394,90.70601905,28.0591039,Very High
1,126218.865,6.958010551,8.122143973,9.335065946,Very High
1,17163.59433,5.2,-11.40971376,16.37773836,Very High
1,53665.30541,7.105835114,39.02676228,2.908575279,Very High
1,32174.23599,5.995301446,-77.15908925,33.30633387,Very High
1,24677.55537,5.288046755,19.39446448,3.294307121,Very High
1,574.9314661,4.446161811,8.408446577,8.085705341,Very High
2,63173.61764,6.861888184,-34.75047088,-7.838512525,Very High
1,186240.5977,6.154357821,87.33017719,6.766977358,Very High
2,45731.18638,5.821671532,126.1422599,31.55149686,Very High
1,12878.56465,6.308501293,21.08990115,32.44951345,Very High
2,1751.92501,5.537868436,0.440354118,24.79273694,Very High
2,1632.065952,4.302568383,-36.59925045,42.27354857,Very High
1.5,13112.38455,5.714386818,41.28781616,26.13092089,Very High
1.5,1507.350639,5.195528893,37.0443892,34.85907311,Very High
2,55777.62044,6.025007531,24.31233987,48.08550529,Very High
1.5,13072.95357,5.676770945,22.2203721,4.828274687,Very High
1,467645.1005,7.353244539,21.05344757,18.15672479,Very High
2,9179.186828,6.226967215,-22.99516938,40.72805012,Very High
1,151698.1412,5.910464388,133.7129515,25.97106287,Very High
1,2149.967226,6.432555139,59.75104793,29.7803413,Very High
1,46563.41791,5.44351339,121.9207545,18.79710512,Very High
1.5,26232.23938,5.662624043,-11.87289761,7.018005314,Very High
1.5,3560.949087,5.720757907,78.02540458,4.482894167,Very High
1,372041.93,6.768016021,52.1311069,-15.31576763,Very High
1,174165.1059,5.865025507,125.0732455,30.98951557,Very High
2,1086752.347,7.863832409,33.62915713,4.145865836,Very High
1,4689.97061,5.773928284,94.93980467,5.719116818,Very High
1,83698.67927,5.696577095,32.22351102,34.34795014,Very High
1.5,13033.43017,6.204654988,40.15950924,12.46521455,Very High
1,12153.18566,5.602260414,11.54452136,22.5020882,Very High
2,12863.36781,5.061469156,11.20057262,25.73119578,Very High
2,383408.6842,6.747560796,115.7361655,25.44748002,Very High
1,65002.81229,6.226008905,88.13710562,31.60387135,Very High
1,87530.03359,5.520291098,52.11489026,13.60322846,Very High
1,27848.81028,5.394787064,77.68162289,18.65077502,Very High
1,53182.29271,6.318023883,43.0224283,4.662923972,Very High
1,2172.07711,5.154293079,67.307576,32.57418793,Very High
1,587.5571156,3.6216038,125.1345543,17.43095698,Very High
1.5,87154.86196,6.419930712,47.93625301,-1.009825088,Very High
2,62594.36816,7.078623046,-23.50657876,1.776780101,Very High
1,26965.71236,5.184858956,28.70434022,5.642394537,Very High
1,7631.3323,6.479072103,-6.021412032,7.971842712,Very High
1.5,24000.92131,5.10494017,83.26387594,15.04853039,Very High
1,44244.2346,5.885770928,114.0091817,29.68063066,Very High
1,27374.22851,6.276572755,28.01745929,-8.972821211,Very High
1,1589.418117,5.720131458,1.083445266,7.567172476,Very High
1,70608.88728,5.739744618,7.485287898,14.24536737,Very High
2,1028798.14,7.815039653,47.43049249,-3.847562181,Very High
1,12765.36724,6.174681504,7.983122971,33.23318298,Very High
1,18921.05392,4.885113303,7.186166714,35.63320045,Very High
2,12560.88604,5.253666031,-29.65962198,16.40611609,Very High
1.5,26422.05276,5.142143607,-21.83526449,12.09296751,Very High
1,189539.0131,5.9,122.3296891,14.18023373,Very High
1.5,54498.11156,6,33.41605318,29.08689058,Very High
1.5,13718.69594,5.679197578,53.68554312,8.893938873,Very High
2,8265.964239,5.068055033,-33.13939094,37.08308766,Very High
1.5,45325.3346,6.954918703,5.502485281,8.685840734,Very High
1,27377.95491,6.295162127,27.69626666,-9.185703417,Very High
1,1450.458083,4.655507069,15.16324769,2.781779142,Very High
1,43774.66332,5.219860663,32.47491495,7.847992185,Very High
1,4770.979878,5.736383834,89.73408866,4.739421195,Very High
1.5,6145.066691,4.432082971,8.533466501,38.44780683,Very High
1,93895.31963,6.081030161,86.94041797,21.64775161,Very High
1,210.1193297,2.944126002,-26.14044073,-14.33208352,Very High
1,27945.80377,5.422152856,82.04566411,20.79956443,Very High
1,6968.934643,6.065239059,11.56638757,13.02085945,Very High
1,3600.215496,4.27865676,-2.300103428,20.13325027,Very High
1,1445.790393,5.066787335,10.96304017,2.878043542,Very High
2,62372.424,6.145674781,19.32371904,41.1606822,Very High
2,12384.34802,4.791844133,-64.9797607,26.23675388,Very High
1,3724.946567,4.32059008,-63.78513057,31.50831609,Very High
1,28117.21231,5.617428842,94.33147324,-11.5328128,Very High
2,389315.2043,7.04780678,106.6046352,19.36377845,Very High
2,448470.104,7.267495409,99.01533531,-11.8155232,Very High
1,68219.00584,5.34701084,14.55575806,21.17334296,Very High
1.5,4390.518472,5.660131947,79.92779342,25.46446823,Very High
1,6740.877434,5.609729227,6.702082961,21.31830234,Very High
1,570.3624232,3.943499111,29.3860507,17.18288374,Very High
1,3478.308087,4.266349035,-21.58814195,15.8565806,Very High
1,16170.2088,5.118145657,60.32647201,23.45857554,Very High
2,3729.259198,5.835361128,33.76384511,7.097948668,Very High
2,12174.50584,4.496385458,-81.94789088,32.2543683,Very High
1.5,63956.22116,7.59607602,16.63360159,-1.423920297,Very High
1,12688.62279,5.918096933,-6.898723664,33.42758856,Very High
1.5,13799.36229,5.387380041,44.07933805,5.422867564,Very High
1,371.4418171,4.484253823,35.23403507,8.35610913,Very High
1,43605.23552,5.549211055,64.93767389,17.90786291,Very High
2,9194.455609,6.005573573,-96.47143904,26.90792098,Very High
1,15380.90484,4.943441823,-66.23603327,6.961870142,Very High
1.5,1590.305062,4.684905218,16.85077276,9.739350867,Very High
1,255.5812877,3.740271272,12.01134425,5.513222832,Very High
2,1579.850417,5.280005495,35.48185222,35.15236909,Very High
1.5,12825.74266,5.885952938,18.0790344,6.409663117,Very High
2,55570.0253,5.973749565,17.58666192,45.33785395,Very High
1,69961.44146,5.615411718,9.878873849,16.48568638,Very High
1,69810.33383,5.586393613,10.43751382,17.00855532,Very High
2,88120.75623,6.487455311,60.37338161,22.69439183,Very High
2,8019.111839,5.990934043,54.23149881,16.19308079,Very High
1,150733.8054,6.782283214,27.72329359,10.94257346,Very High
1,487.9380437,4.653104159,10.45415086,6.5588752,Very High
1,372281.8325,6.722022892,59.65576671,-10.45943367,Very High
1,54617.31788,5.415517167,106.8752762,14.63179609,Very High
1.5,1617.879403,4.087468915,-33.03955872,25.73336263,Very High
1,3067.467486,5.371343747,-9.722386755,-21.07404915,Very High
1.5,373363.9847,6.514557053,93.59800782,11.4465212,Very High
1,7524.554848,6.558497701,16.14647737,8.38375274,Very High
1,4929.392666,5.413762547,79.34777132,48.13788304,Very High
2,62650.60456,7.119049162,-65.91195897,-18.71452538,Very High
2,8948.166446,6.172846495,-50.72351009,27.12857854,Very High
1,318.8758332,3.436750153,20.09214593,-32.72351455,Very High
1.5,65746.06149,6.06876567,-21.39247075,4.658553001,Very High
2,202.1687541,5.528657236,92.6461699,3.165131486,Very High
1,24478.03502,6.460074108,27.78781489,-9.556463835,Very High
1,43685.28129,5.114489278,22.78438366,3.960555616,Very High
2,63264.35428,5.89183251,57.41810753,49.62795373,Very High
1,365884.4851,6.826380368,53.1960006,-12.54193468,Very High
1,1584.341017,5.793125614,4.787459509,12.01674855,Very High
1,46308.76235,6.065354396,80.0372798,14.65464576,Very High
1,4748.248618,5.750045405,91.78527559,4.271068397,Very High
1,124885.9402,7.031748446,-0.096681743,7.671391571,Very High
1,341255.8481,6.813092621,100.1558332,26.57009351,Very High
1,346.1971316,4.261215976,54.05654016,-4.65622454,Very High
1,12527.06749,5.019716788,12.61111966,3.877669474,Very High
1,73911.31133,6.291160045,3.157508262,12.04294058,Very High
1,11846.81106,5.022327525,-11.0107971,19.57620605,Very High
1,189266.8454,5.9,121.1128687,18.82221421,Very High
1.5,26160.09128,5.545498124,-24.32724801,9.399393404,Very High
1.5,394373.7466,6.950476188,84.91530592,-21.52283042,Very High
2,62458.65501,6.508149134,2.683048766,25.85902513,Very High
1,571.2614462,3.152594658,102.2178245,23.80786902,Very High
1.5,26922.84049,5.938240111,39.39460202,-3.723406137,Very High
1.5,46020.52708,6.612640207,45.98567512,12.45445022,Very High
1.5,3792.281764,5.091233025,-34.18266847,20.81972528,Very High
1.5,707.120498,5.676818314,9.919226858,28.39762535,Very High
1,16010.34257,4.873056055,11.44049628,19.37927032,Very High
1.5,63799.63417,7.755504561,5.51666163,-8.252852646,Very High
1,24750.98108,5.426515059,13.98573107,-15.10647157,Very High
1,146.9793777,2.676465427,-52.3964175,-2.799231718,Very High
1.5,44635.85781,6,121.4229526,35.46002455,Very High
1,24745.02861,5.3,13.80598634,-8.673329588,Very High
1,3338.268284,4.338089276,12.21610609,6.354991644,Very High
1,17705.23481,5.479913262,11.74509016,21.98626688,Very High
1,18572.72612,5.262361535,9.618605277,33.97118983,Very High
2,56270.13899,6.218299872,23.73139973,47.41927492,Very High
1,3234.521779,5.492172852,61.29157695,-9.025051319,Very High
1,841.217,4,-3.96448,5.9569,Very High
1,166693.0441,7.003330383,-22.28526858,-7.51314102,Very High
2,62420.142,5.729553172,42.50066057,58.38062504,Very High
1,14816.93532,5.104349781,25.74820401,16.14996347,Very High
1.5,65284.62582,6.206638635,-28.08977167,1.518171819,Very High
1,28183.63612,5.573793706,90.39005047,24.64439292,Very High
2,12238.30836,4.4,-90.89287579,33.39769447,Very High
1,12457.47637,4.795945974,12.75081658,3.61990148,Very High
2,8197.09247,5.522379862,9.409696898,35.0914542,Very High
1,43606.59625,5.557835386,65.84308492,18.18866058,Very High
2,91179.86319,6.629812829,85.59231182,25.46106047,Very High
1,66135.92942,6.044750732,74.77714736,26.22349746,Very High
1,53169.486,5.166352684,32.21232601,34.04127414,Very High
2,56184.69103,6.589934744,25.9107686,38.33340338,Very High
1,44974.00261,5.238213651,65.53404155,9.753908156,Very High
2,8121.86244,5.015303752,5.060217962,44.00965507,Very High
1,94220.67444,6.001014808,98.48876845,23.91973031,Very High
2,8222.830974,5.13857224,4.693950304,44.13221819,Very High
1,3104.71717,4.985874571,8.24288701,-18.95901096,Very High
1,84411.99003,5.487741465,13.27682284,5.510378064,Very High
1.5,53298.3992,5.767083427,-27.49769814,5.149197089,Very High
1,29074.54777,6.034223418,141.971649,-26.3989028,Very High
1,154409.5105,6.1557663,87.56479266,21.49241625,Very High
2,8596.251179,6.403998907,11.93793024,27.38401437,Very High
1,53499.10855,6.834762005,40.40160636,3.512218303,Very High
2,4068.283696,5.870973708,35.06411722,6.827142723,Very High
1,173782.9598,7.091170604,-42.95811269,-15.25931791,Very High
1,183040.3228,6.189076561,119.0536717,-5.26925417,Very High
1.5,24561.31757,4.915011463,117.4952855,17.30374075,Very High
1,83855.13435,5.627692085,27.5824696,27.1523598,Very High
1.5,26251.7916,5.85246251,13.29734344,0.834529708,Very High
1,486.8233906,4.65894487,33.78005614,0.267790141,Very High
1,133032.8124,6.581060452,50.13700204,17.83981409,Very High
1,45227.37246,5.262538558,73.9388645,10.89291382,Very High
1.5,24568.90449,4.921993162,115.4516887,16.06375279,Very High
1.5,25824.51713,5.704165899,14.30898285,2.405067989,Very High
2,90140.88094,6.728610793,84.71506926,26.63816302,Very High
1.5,1805.272841,5.586290231,46.91711131,24.03340317,Very High
1.5,387828.4889,6.592196015,120.8965666,11.5883124,Very High
1.5,6652.680668,5.433569507,4.820906147,24.52717974,Very High
1.5,381491.504,6.936639672,79.82018029,2.291400927,Very High
1.5,44584.76462,5.623930323,82.02058971,23.24035242,Very High
1.5,14952.77684,6.557813117,26.62660198,22.63783553,Very High
2,440.1107652,4.235729551,-95.6603466,23.23994647,Very High
1,89581.85124,5.747396396,52.89134855,12.75569355,Very High
2,12777.59362,4.898121731,11.58416449,21.56391861,Very High
1,84151.81576,5.934395109,35.34289447,24.29677419,Very High
2,12834.914,5.270694293,11.57550696,18.3735035,Very High
1.5,13857.2415,5.354866116,37.15574241,4.897326746,Very High
1,12859.06876,6.129766057,12.56340229,30.7321572,Very High
1,4475.03956,5.465042561,61.42852183,9.20673525,Very High
1,52883.4446,5.286718687,15.09482632,36.05581922,Very High
1,1661.623886,5.770654354,19.06237827,12.59669837,Very High
1,146386.0372,6.479327183,77.51123468,26.57934519,Very High
2,55626.27985,6,25.03817506,46.79628478,Very High
1.5,172788.2658,6.422885476,117.565099,-18.05586415,Very High
1.5,25443.87344,5.179893046,-38.0735739,5.116938745,Very High
1.5,44660.27598,6.266115146,10.06086198,6.679221344,Very High
2,12853.38538,4.983295369,11.34241331,24.71014764,Very High
1,148.9386913,2.917978538,-44.14322229,7.721783643,Very High
1,24734.46472,5.3,14.21115376,-6.764541063,Very High
1,3464.273339,4.60864571,-70.44157269,11.09541922,Very High
1,687.4896085,3.554198533,33.82910834,21.10818727,Very High
1,29174.33942,5.097054396,63.34262223,9.610900643,Very High
1.5,54427.13064,5.167860159,65.26251419,13.80104327,Very High
1,3311.773509,4.821447868,-64.65826778,-0.996328303,Very High
1,83644.27769,5.835256897,38.18186586,39.68037265,Very High
2,55404.60835,6.069067581,-19.18559088,29.50054012,Very High
1,1460.973098,5.149839167,9.772460602,3.381767021,Very High
2,12799.93615,5.554720683,11.86982931,11.07732708,Very High
1,1599.636731,5.899064274,-0.850739698,8.061553829,Very High
1.5,12770.62203,5.91115645,11.38136098,12.6790289,Very High
1,45173.17099,5.69891358,116.8656077,24.92962685,Very High
1,28894.81112,5.902281752,131.3559413,-10.40425985,Very High
2,63571.68378,7.788120623,-9.546218509,-13.81566876,Very High
1,53722.87314,7.199730182,38.55053991,2.699483706,Very High
1,29184.05511,6.64736726,-17.71226064,0.738845855,Very High
1.5,25943.60181,5.194047047,-61.69809536,16.54504837,Very High
2,1653.357322,4.203511108,-48.55799934,42.2651188,Very High
1,12785.00995,6.048033341,9.685037382,32.21522446,Very High
1.5,632.3884093,6.392427906,17.7832781,37.14145625,Very High
